# OpenSignals Text File Format. Version 1
# {"98:D3:51:FD:71:01": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:51:FD:71:01", "device connection": "BTH98:D3:51:FD:71:01", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "aQ", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-4-19", "time": "10:48:24.352", "channels": [2], "sensor": ["RAW"], "label": ["A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	580	
1	0	0	0	0	578	
2	0	0	0	0	577	
3	0	0	0	0	575	
4	0	0	0	0	574	
5	0	0	0	0	575	
6	0	0	0	0	573	
7	0	0	0	0	572	
8	0	0	0	0	570	
9	0	0	0	0	568	
10	0	0	0	0	568	
11	0	0	0	0	566	
12	0	0	0	0	565	
13	0	0	0	0	566	
14	0	0	0	0	563	
15	0	0	0	0	563	
0	0	0	0	0	561	
1	0	0	0	0	559	
2	0	0	0	0	557	
3	0	0	0	0	555	
4	0	0	0	0	555	
5	0	0	0	0	553	
6	0	0	0	0	551	
7	0	0	0	0	550	
8	0	0	0	0	548	
9	0	0	0	0	548	
10	0	0	0	0	547	
11	0	0	0	0	544	
12	0	0	0	0	543	
13	0	0	0	0	542	
14	0	0	0	0	541	
15	0	0	0	0	539	
0	0	0	0	0	538	
1	0	0	0	0	537	
2	0	0	0	0	535	
3	0	0	0	0	535	
4	0	0	0	0	534	
5	0	0	0	0	532	
6	0	0	0	0	531	
7	0	0	0	0	527	
8	0	0	0	0	527	
9	0	0	0	0	524	
10	0	0	0	0	522	
11	0	0	0	0	520	
12	0	0	0	0	517	
13	0	0	0	0	515	
14	0	0	0	0	513	
15	0	0	0	0	510	
0	0	0	0	0	508	
1	0	0	0	0	504	
2	0	0	0	0	503	
3	0	0	0	0	500	
4	0	0	0	0	498	
5	0	0	0	0	495	
6	0	0	0	0	492	
7	0	0	0	0	491	
8	0	0	0	0	488	
9	0	0	0	0	486	
10	0	0	0	0	485	
11	0	0	0	0	481	
12	0	0	0	0	480	
13	0	0	0	0	478	
14	0	0	0	0	475	
15	0	0	0	0	475	
0	0	0	0	0	472	
1	0	0	0	0	472	
2	0	0	0	0	471	
3	0	0	0	0	470	
4	0	0	0	0	469	
5	0	0	0	0	468	
6	0	0	0	0	468	
